Banco;Red;Direccion;Terminales;Web;Actualización;Lon;Lat
BANCO DE LA NACION ARGENTINA;Link;CERRITO 572;0;http://www.redlink.com.ar/;may-13;-58.382.545.052.887.800;-34.601.762.434.300.300
BANCO DE LA PROVINCIA DEL NEUQUEN;Link;MAIPU 50;0;http://www.redlink.com.ar/;may-13;-58.376.653.485.672.300;-34.607.562.704.016.300
BANCO DE LA PAMPA;Link;RECONQUISTA 319;0;http://www.redlink.com.ar/;may-13;-58.372.185.337.211.300;-3.460.410.243.644.810
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LAVALLE 1428;0;http://www.redlink.com.ar/;may-13;-58.386.977.987.429.900;-34.602.992.978.160.600
BANCO DE LA NACION ARGENTINA;Link;LAVALLE 1402;0;http://www.redlink.com.ar/;may-13;-58.386.844.694.136.100;-34.602.935.377.803.400
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;MITRE, BARTOLOME 201;0;http://www.redlink.com.ar/;may-13;-58.370.548.173.149.800;-34.606.460.799.854.600
CABAL COOP. LTDA.;Link;MAIPU 72;0;http://www.redlink.com.ar/;may-13;-58.376.669.163.007.600;-34.607.315.961.401.800
CABAL COOP. LTDA.;Link;CORRIENTES AV. 1574;0;http://www.redlink.com.ar/;may-13;-5.838.895.508.396.440;-34.604.365.673.665.000
CABAL COOP. LTDA.;Link;RECONQUISTA 480;0;http://www.redlink.com.ar/;may-13;-58.372.726.058.207.500;-34.602.293.074.070.000
CABAL COOP. LTDA.;Link;VIAMONTE 930;0;http://www.redlink.com.ar/;may-13;-58.380.102.137.287.900;-34.600.328.539.230.900
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;MITRE, BARTOLOME 457;0;http://www.redlink.com.ar/;may-13;-58.373.063.156.769.600;-34.606.545.479.626.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;RIVADAVIA AV. 999;0;http://www.redlink.com.ar/;may-13;-58.380.486.832.587.200;-34.608.284.042.720.900
BANCO COLUMBIA S.A.;Link;PERON, JUAN DOMINGO, TTE. GENERAL 350;0;http://www.redlink.com.ar/;may-13;-58.371.593.186.098.400;-34.605.636.330.822.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RECONQUISTA 266;0;http://www.redlink.com.ar/;may-13;-5.837.258.278.150.080;-34.604.775.883.963.100
BANCO DE SAN JUAN S.A.;Link;MAIPU 99;0;http://www.redlink.com.ar/;may-13;-58.376.358.741.774.800;-34.607.059.781.461.400
CABAL COOP. LTDA.;Link;RECONQUISTA 452;0;http://www.redlink.com.ar/;may-13;-58.372.709.610.629.800;-34.602.590.712.848.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 1418;0;http://www.redlink.com.ar/;may-13;-5.838.681.047.184.540;-34.604.197.222.109.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SAENZ PEÃ‘A, ROQUE, PRES. AV. 541;0;http://www.redlink.com.ar/;may-13;-58.374.047.413.876.800;-34.607.482.493.628.600
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SAN MARTIN 108;0;http://www.redlink.com.ar/;may-13;-58.373.872.076.036.500;-34.606.679.511.988.900
BANCO DE LA NACION ARGENTINA;Link;MITRE, BARTOLOME 326;0;http://www.redlink.com.ar/;may-13;-58.371.207.514.482.400;-34.606.770.586.157.100
BANCO HIPOTECARIO S.A.;Link;PERON, JUAN DOMINGO, TTE. GENERAL 525;0;http://www.redlink.com.ar/;may-13;-58.374.096.809.520.200;-34.605.466.313.032.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PARANA 744;0;http://www.redlink.com.ar/;may-13;-58.388.337.047.674.800;-34.600.094.753.077.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;FLORIDA 302;0;http://www.redlink.com.ar/;may-13;-58.375.381.209.727.100;-34.604.533.579.215.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PELLEGRINI, CARLOS 251;0;http://www.redlink.com.ar/;may-13;-58.380.648.854.722.900;-34.605.490.849.031.200
NUEVO BANCO DE SANTA FE S.A.;Link;PERON, JUAN DOMINGO, TTE. GENERAL 338;0;http://www.redlink.com.ar/;may-13;-5.837.143.282.743.820;-34.605.623.538.303.700
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;PELLEGRINI, CARLOS 91;0;http://www.redlink.com.ar/;may-13;-58.380.548.476.926.800;-34.607.368.885.056.700
NUEVO BCO. INDUSTRIAL DE AZUL S.A.;Link;SAN MARTIN 298;0;http://www.redlink.com.ar/;may-13;-58.374.000.719.296.100;-34.604.529.037.452.700
CABAL COOP. LTDA.;Link;MONTEVIDEO 431;0;http://www.redlink.com.ar/;may-13;-58.389.194.131.677.200;-34.603.826.665.383.300
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SAN MARTIN 137;0;http://www.redlink.com.ar/;may-13;-58.373.455.653.593.500;-34.606.329.560.543.900
BANCO DE LA NACION ARGENTINA;Link;CORRIENTES AV. 345;0;http://www.redlink.com.ar/;may-13;-58.371.729.070.292.700;-34.602.918.236.919.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ESMERALDA 660;0;http://www.redlink.com.ar/;may-13;-5.837.841.237.483.440;-34.600.553.548.198.100
BANCO DE LA PROVINCIA DE CORDOBA S.A.;Link;MITRE, BARTOLOME 335;0;http://www.redlink.com.ar/;may-13;-58.371.381.462.453.300;-34.606.421.995.448.400
BANCO DE LA NACION ARGENTINA;Link;PELLEGRINI, CARLOS 551;0;http://www.redlink.com.ar/;may-13;-58.380.850.892.902.700;-34.601.916.985.067.900
BANCO DE SANTA CRUZ S.A.;Link;25 DE MAYO 279;0;http://www.redlink.com.ar/;may-13;-58.370.776.537.821.700;-34.604.493.243.636.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CALLAO AV. 201;0;http://www.redlink.com.ar/;may-13;-58.391.941.680.328.700;-34.606.677.686.506.700
CABAL COOP. LTDA.;Link;PERON, JUAN DOMINGO, TTE. GENERAL 479;0;http://www.redlink.com.ar/;may-13;-58.373.425.476.801.700;-34.605.411.542.400.300
CABAL COOP. LTDA.;Link;ALSINA, ADOLFO 637;0;http://www.redlink.com.ar/;may-13;-58.375.471.139.190.400;-34.610.213.026.837.100
BANCO DE LA NACION ARGENTINA;Link;CALLAO AV. 101;0;http://www.redlink.com.ar/;may-13;-58.391.854.157.964.900;-34.607.866.552.805.500
BANCO HIPOTECARIO S.A.;Link;RECONQUISTA 151;0;http://www.redlink.com.ar/;may-13;-58.372.069.552.415.800;-34.606.069.216.976.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SUIPACHA 815;0;http://www.redlink.com.ar/;may-13;-58.379.537.671.636.100;-34.598.755.323.655.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 1441;0;http://www.redlink.com.ar/;may-13;-58.387.154.060.342.500;-3.460.386.238.044.060
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;PERON, JUAN DOMINGO, TTE. GENERAL 739;0;http://www.redlink.com.ar/;may-13;-58.377.178.576.485.200;-34.605.687.430.780.300
BANCO DE LA NACION ARGENTINA;Link;LAVALLE 593;0;http://www.redlink.com.ar/;may-13;-58.375.165.846.539.300;-34.602.033.989.457.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORDOBA AV. 675;0;http://www.redlink.com.ar/;may-13;-58.376.474.628.889.000;-34.598.601.823.609.200
BANCO MERIDIAN S.A.;Link;FLORIDA 200;0;http://www.redlink.com.ar/;may-13;-5.837.520.951.914.550;-34.605.877.980.656.300
BANCO DE LA NACION ARGENTINA;Link;MITRE, BARTOLOME 343;0;http://www.redlink.com.ar/;may-13;-58.371.487.795.435.800;-34.606.430.304.822.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 1601;0;http://www.redlink.com.ar/;may-13;-58.389.293.917.846.700;-34.608.918.923.150.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;VIAMONTE 900;0;http://www.redlink.com.ar/;may-13;-58.379.484.802.240.500;-34.600.425.139.860.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;25 DE MAYO 294;0;http://www.redlink.com.ar/;may-13;-58.371.222.788.616.700;-34.604.358.782.523.500
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CORDOBA AV. 924;0;http://www.redlink.com.ar/;may-13;-58.380.095.406.563.600;-34.599.165.624.597.900
BANCO DE CORRIENTES S.A.;Link;SAN MARTIN 333;0;http://www.redlink.com.ar/;may-13;-58.373.588.216.468.600;-34.604.042.522.708.900
BANCO DEL CHUBUT S.A.;Link;25 DE MAYO 267;0;http://www.redlink.com.ar/;may-13;-58.370.767.172.038.800;-34.604.626.166.802.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;TALCAHUANO y LAVALLE;0;http://www.redlink.com.ar/;may-13;-5.838.519.780.975.260;-34.602.692.307.470.900
BANCO DE LA NACION ARGENTINA;Link;ALSINA, ADOLFO 365;0;http://www.redlink.com.ar/;may-13;-58.371.570.791.912.300;-3.460.993.578.601.300
CABAL COOP. LTDA.;Link;CORDOBA AV. 1527;0;http://www.redlink.com.ar/;may-13;-58.388.585.671.245.600;-34.599.198.316.479.300
NUEVO BANCO DEL CHACO S.A.;Link;SARMIENTO 779;0;http://www.redlink.com.ar/;may-13;-58.377.705.737.094.900;-34.604.544.146.989.100
BANCO FINANSUR S.A.;Link;SARMIENTO 700;0;http://www.redlink.com.ar/;may-13;-58.376.449.138.864.700;-34.604.771.360.702.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;TALCAHUANO 555;0;http://www.redlink.com.ar/;may-13;-58.384.870.288.269.600;-34.602.073.628.325.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE MAYO AV. y PERU;0;http://www.redlink.com.ar/;may-13;-58.374.930.443.394.200;-34.608.603.883.348.700
BANCO DE FORMOSA S.A.;Link;25 DE MAYO 454;0;http://www.redlink.com.ar/;may-13;-58.371.355.584.390.100;-34.602.479.572.197.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SARMIENTO 630;0;http://www.redlink.com.ar/;may-13;-58.375.567.578.239.700;-34.604.772.205.575.400
NUEVO BANCO DE ENTRE RIOS S.A.;Link;PERON, JUAN DOMINGO, TTE. GENERAL 445;0;http://www.redlink.com.ar/;may-13;-58.372.972.329.117.200;-34.605.377.462.051.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;VIAMONTE 1155;0;http://www.redlink.com.ar/;may-13;-58.383.277.668.839.100;-34.600.205.357.720.400
CABAL COOP. LTDA.;Link;ENTRE RIOS AV. 1245;0;http://www.redlink.com.ar/;may-13;-58.391.678.682.422.900;-34.623.357.290.275.000
BANCO DE LA NACION ARGENTINA;Link;SAN JUAN AV. 2867;0;http://www.redlink.com.ar/;may-13;-58.405.239.273.258.900;-34.623.976.123.025.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SAN JUAN AV. 2850;0;http://www.redlink.com.ar/;may-13;-58.404.585.453.723.100;-34.624.260.248.084.900
BANCO DE LA NACION ARGENTINA;Link;RIOBAMBA 25;0;http://www.redlink.com.ar/;may-13;-58.393.178.544.912.900;-34.608.949.004.315.200
CABAL COOP. LTDA.;Link;TUCUMAN 661;0;http://www.redlink.com.ar/;may-13;-58.376.205.182.002.200;-34.600.917.888.355.000
BANCO PIANO S.A.;Link;ENTRE RIOS AV. 1238;0;http://www.redlink.com.ar/;may-13;-5.839.124.766.942.260;-34.623.235.535.180.200
BANCO DE LA NACION ARGENTINA;Link;ENTRE RIOS AV. 1201;0;http://www.redlink.com.ar/;may-13;-58.391.664.845.276.700;-34.622.913.752.490.700
CABAL COOP. LTDA.;Link;BALBIN, RICARDO, DR. AV. 4491;0;http://www.redlink.com.ar/;may-13;-5.849.595.123.323.550;-34.554.912.244.426.700
CABAL COOP. LTDA.;Link;BALBIN, RICARDO, DR. AV. 4130;0;http://www.redlink.com.ar/;may-13;-58.489.353.750.374.400;-34.555.178.449.184.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;VEDIA 3626;0;http://www.redlink.com.ar/;may-13;-5.848.765.531.013.120;-34.545.263.954.187.000
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;PAZ, GRAL. AV. 5500;0;http://www.redlink.com.ar/;may-13;-58.512.999.055.807.800;-34.578.871.240.815.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MANZANARES 3653;0;http://www.redlink.com.ar/;may-13;-58.480.791.435.741.200;-34.553.063.829.012.700
BANCO DE LA NACION ARGENTINA;Link;PAROISSIEN 2443;0;http://www.redlink.com.ar/;may-13;-58.470.413.110.932.400;-34.546.876.246.901.100
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CABILDO AV. 3802;0;http://www.redlink.com.ar/;may-13;-58.469.046.480.128.300;-34.548.192.061.316.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PY, COMODORO AV. 2002;0;http://www.redlink.com.ar/;may-13;-58.369.024.476.736.100;-34.588.088.487.244.600
BANCO PRIVADO DE INVERSIONES;Link;ALEM, LEANDRO N. AV. 1110;0;http://www.redlink.com.ar/;may-13;-58.373.569.606.302.300;-34.594.433.690.153.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE LOS INMIGRANTES AV. 1951;0;http://www.redlink.com.ar/;may-13;-58.371.152.975.530.200;-34.587.465.709.705.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ESMERALDA 1365;0;http://www.redlink.com.ar/;may-13;-58.377.912.905.804.300;-34.591.606.624.998.400
CABAL COOP. LTDA.;Link;RAMOS MEJIA, JOSE MARIA, DR. AV. 1430;0;http://www.redlink.com.ar/;may-13;-583.740.646.659.124;-3.459.071.295.055.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CERRITO 760;0;http://www.redlink.com.ar/;may-13;-58.382.702.951.395.600;-34.599.612.016.858.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RAMOS MEJIA, JOSE MARIA, DR. AV. y DEL LIBERTADOR AV.;0;http://www.redlink.com.ar/;may-13;-58.375.439.872.297.400;-34.592.656.250.002.300
BANCO DE LA NACION ARGENTINA;Link;SANTA FE AV. 927;0;http://www.redlink.com.ar/;may-13;-58.380.404.575.794.400;-34.595.086.572.894.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALEM, LEANDRO N. AV. 1051;0;http://www.redlink.com.ar/;may-13;-58.371.805.179.499.200;-34.595.618.896.975.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE LOS INMIGRANTES AV. 1901;0;http://www.redlink.com.ar/;may-13;-58.371.294.019.546.200;-34.587.671.077.802.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RAMOS MEJIA, JOSE MARIA, DR. AV. 1650;0;http://www.redlink.com.ar/;may-13;-58.372.375.645.295.200;-34.588.372.121.750.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;TALCAHUANO 1055;0;http://www.redlink.com.ar/;may-13;-58.385.496.024.143.600;-34.596.252.899.228.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE LOS INMIGRANTES AV. 1950;0;http://www.redlink.com.ar/;may-13;-58.370.859.873.529.000;-3.458.575.894.881.630
BANCO DE LA NACION ARGENTINA;Link;ARENALES 819;0;http://www.redlink.com.ar/;may-13;-58.378.842.314.854.000;-34.593.921.215.614.700
BANCO DE LA NACION ARGENTINA;Link;SAN MARTIN 913;0;http://www.redlink.com.ar/;may-13;-58.374.045.786.646.500;-34.597.245.099.537.400
BANCO PCIA. DE TIERRA DEL FUEGO;Link;SARMIENTO 741;0;http://www.redlink.com.ar/;may-13;-58.377.185.537.060.800;-3.460.451.295.930.370
BANCO DE LA NACION ARGENTINA;Link;PELLEGRINI, CARLOS 899;0;http://www.redlink.com.ar/;may-13;-58.381.129.232.606.900;-345.979.661.355.601
BANCO DE LA NACION ARGENTINA;Link;SAN MARTIN 1155;0;http://www.redlink.com.ar/;may-13;-58.374.066.222.488.000;-34.594.276.450.565.500
BANCO DE LA NACION ARGENTINA;Link;ANTARTIDA ARGENTINA AV. y GENDARMERIA NACIONAL AV.;0;http://www.redlink.com.ar/;may-13;-58.374.169.711.562.500;-34.582.810.184.662.900
BANCO DE LA NACION ARGENTINA;Link;GENDARMERIA NACIONAL AV. 717;0;http://www.redlink.com.ar/;may-13;-58.374.980.402.314.300;-34.583.062.032.999.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CALLAO AV. 1326;0;http://www.redlink.com.ar/;may-13;-58.393.237.084.219.400;-34.593.477.255.978.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CALLAO AV. 1306;0;http://www.redlink.com.ar/;may-13;-58.393.284.058.027.000;-3.459.371.737.848.130
BANCO DE LA NACION ARGENTINA;Link;PUEYRREDON AV. 2120;0;http://www.redlink.com.ar/;may-13;-58.398.007.658.434.500;-34.587.660.128.782.100
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SANTA FE AV. 1902;0;http://www.redlink.com.ar/;may-13;-58.394.856.816.830.500;-34.595.950.212.249.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PEÃ‘A 3050;0;http://www.redlink.com.ar/;may-13;-58.405.319.984.908.100;-34.586.077.391.018.800
CABAL COOP. LTDA.;Link;NAZCA AV. 392;0;http://www.redlink.com.ar/;may-13;-58.471.261.582.663.600;-34.627.593.962.984.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ARANGUREN, JUAN F., DR. 2649;0;http://www.redlink.com.ar/;may-13;-58.468.784.802.830.400;-34.623.946.915.289.500
BANCO DE LA NACION ARGENTINA;Link;IRIGOYEN, BERNARDO DE 1000;0;http://www.redlink.com.ar/;may-13;-58.379.942.434.998.400;-34.619.711.872.346.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ENTRE RIOS AV. 1492;0;http://www.redlink.com.ar/;may-13;-58.391.033.857.086.800;-34.626.203.286.333.500
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;IRIGOYEN, BERNARDO DE 986;0;http://www.redlink.com.ar/;may-13;-58.379.956.825.911.100;-3.461.954.281.703.360
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. 690;0;http://www.redlink.com.ar/;may-13;-58.443.782.941.690.600;-3.457.072.946.825.820
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ELCANO AV. 3380;0;http://www.redlink.com.ar/;may-13;-58.459.643.064.987.400;-34.575.429.495.679.600
BANCO DE LA NACION ARGENTINA;Link;LACROZE, FEDERICO AV. 2668;0;http://www.redlink.com.ar/;may-13;-58.446.271.563.386.300;-34.572.871.824.176.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ELCANO AV. 3174;0;http://www.redlink.com.ar/;may-13;-58.459.128.284.699.100;-34.572.966.227.612.600
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;LACROZE, FEDERICO AV. 3960;0;http://www.redlink.com.ar/;may-13;-5.845.355.203.631.900;-34.584.926.191.039.900
BANCO DE LA NACION ARGENTINA;Link;FOREST AV. 488;0;http://www.redlink.com.ar/;may-13;-58.453.153.354.330.700;-34.586.375.557.628.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y LACROZE, FEDERICO AV.;0;http://www.redlink.com.ar/;may-13;-58.455.175.933.998.900;-34.587.362.572.233.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y DORREGO AV.;0;http://www.redlink.com.ar/;may-13;-58.447.598.556.790.700;-34.591.702.672.003.900
CABAL COOP. LTDA.;Link;LACROZE, FEDERICO AV. 3763;0;http://www.redlink.com.ar/;may-13;-58.452.749.369.039.900;-34.582.923.137.926.400
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;LACROZE, FEDERICO 1755;0;http://www.redlink.com.ar/;may-13;-58.439.400.147.053.400;-34.564.027.597.990.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORDOBA AV. 6103;0;http://www.redlink.com.ar/;may-13;-58.446.561.663.191.700;-34.583.566.545.195.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;QUINTANA, MANUEL, PRES. 366;0;http://www.redlink.com.ar/;may-13;-58.388.758.455.427.300;-34.589.566.473.540.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 3047;0;http://www.redlink.com.ar/;may-13;-58.408.226.624.915.600;-3.459.035.188.407.110
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALVEAR, MARCELO T. DE 1840;0;http://www.redlink.com.ar/;may-13;-58.393.806.266.460.600;-34.597.426.923.249.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 2653;0;http://www.redlink.com.ar/;may-13;-58.404.301.372.674.900;-34.593.544.559.517.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MONTEVIDEO 1047;0;http://www.redlink.com.ar/;may-13;-5.838.964.906.806.700;-34.596.522.212.649.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;URIBURU JOSE E., PRES. 1022;0;http://www.redlink.com.ar/;may-13;-58.399.006.769.928;-34.596.649.828.462.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORDOBA AV. 2543;0;http://www.redlink.com.ar/;may-13;-58.402.948.130.207.700;-34.598.653.354.387.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PARAGUAY 1536;0;http://www.redlink.com.ar/;may-13;-58.388.723.104.770.100;-34.598.586.817.846.400
BANCO HIPOTECARIO S.A.;Link;SANTA FE AV. 1883;0;http://www.redlink.com.ar/;may-13;-58.394.424.055.235.800;-34.595.638.866.168.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LAS HERAS GENERAL AV. 2670;0;http://www.redlink.com.ar/;may-13;-58.400.509.886.530.600;-34.584.769.721.044.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;JUNIN 1930;0;http://www.redlink.com.ar/;may-13;-5.839.180.491.422.310;-34.586.592.499.245.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RODRIGUEZ PEÃ‘A 1430;0;http://www.redlink.com.ar/;may-13;-58.391.560.412.984.000;-34.592.932.043.392.200
BANCO DE LA NACION ARGENTINA;Link;SANTA FE AV. 2299;0;http://www.redlink.com.ar/;may-13;-58.399.953.067.889.100;-34.594.913.644.782.800
NUEVO BCO. INDUSTRIAL DE AZUL S.A.;Link;LAS HERAS GENERAL AV. 2382;0;http://www.redlink.com.ar/;may-13;-58.398.267.506.993.100;-34.586.792.193.264.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANCHEZ DE BUSTAMANTE 1399;0;http://www.redlink.com.ar/;may-13;-58.412.067.532.092.400;-34.594.200.800.420.100
BANCO DE LA NACION ARGENTINA;Link;ALVEAR AV. 1936;0;http://www.redlink.com.ar/;may-13;-58.389.730.794.054.200;-34.587.529.543.446.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LARREA 833;0;http://www.redlink.com.ar/;may-13;-58.402.175.738.556.700;-34.598.691.618.472.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LAS HERAS GENERAL AV. 2564;0;http://www.redlink.com.ar/;may-13;-58.399.784.942.108.900;-34.585.423.863.281.100
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SANTA FE AV. 1954;0;http://www.redlink.com.ar/;may-13;-58.395.442.278.532.300;-34.595.958.991.772.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 2600;0;http://www.redlink.com.ar/;may-13;-58.403.553.581.017.900;-34.594.276.224.071.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;URIBURU JOSE E., PRES. 1230;0;http://www.redlink.com.ar/;may-13;-5.839.813.307.052.300;-34.593.904.928.270.000
BANCO DE LA PROVINCIA DE CORDOBA S.A.;Link;MITRE, BARTOLOME 337;0;http://www.redlink.com.ar/;may-13;-58.371.408.046.695.300;-34.606.424.072.526.300
CABAL COOP. LTDA.;Link;MANSO JUANA 1159;0;http://www.redlink.com.ar/;may-13;-58.362.816.946.514.200;-34.611.202.862.610.000
BANCO COLUMBIA S.A.;Link;RAWSON DE DELLEPIANE, ELVIRA AV. 100;0;http://www.redlink.com.ar/;may-13;-58.362.293.333.872.200;-34.623.802.080.619.300
CABAL COOP. LTDA.;Link;MOREAU DE JUSTO, ALICIA AV. 2036;0;http://www.redlink.com.ar/;may-13;-58.364.902.140.402.300;-34.622.713.648.014.700
BANCO COLUMBIA S.A.;Link;WARNES AV. 2702;0;http://www.redlink.com.ar/;may-13;-58.476.868.971.667.900;-34.597.237.082.773.400
CABAL COOP. LTDA.;Link;CASEROS AV. 3267;0;http://www.redlink.com.ar/;may-13;-58.410.916.690.777.400;-34.637.859.404.048.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CASEROS AV. 2736;0;http://www.redlink.com.ar/;may-13;-5.840.101.907.624.530;-34.636.485.233.150.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;COMBATE DE LOS POZOS 1881;0;http://www.redlink.com.ar/;may-13;-58.391.757.608.220.600;-34.630.459.408.430.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CASEROS AV. 2061;0;http://www.redlink.com.ar/;may-13;-58.391.423.316.772.700;-3.463.418.052.606.050
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CASEROS AV. 2980;0;http://www.redlink.com.ar/;may-13;-58.404.751.442.569.700;-34.637.142.650.259.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALMAFUERTE AV. 406;0;http://www.redlink.com.ar/;may-13;-584.129.731.292.049;-34.642.938.388.984.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CASEROS AV. 2890;0;http://www.redlink.com.ar/;may-13;-58.403.553.733.612.600;-34.636.938.871.714.400
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CASEROS AV. 2935;0;http://www.redlink.com.ar/;may-13;-58.404.559.846.948.300;-34.636.746.941.731.900
BANCO DE LA NACION ARGENTINA;Link;CASEROS AV. 2902;0;http://www.redlink.com.ar/;may-13;-58.403.923.538.307.100;-34.636.982.319.376.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ASAMBLEA AV. 642;0;http://www.redlink.com.ar/;may-13;-58.434.495.334.393.200;-34.634.559.878.366.700
CABAL COOP. LTDA.;Link;LA PLATA AV. 1437;0;http://www.redlink.com.ar/;may-13;-58.425.883.167.843.300;-34.631.851.986.683.400
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ASAMBLEA AV. 821;0;http://www.redlink.com.ar/;may-13;-58.436.283.242.579.000;-34.634.549.064.659.600
CABAL COOP. LTDA.;Link;PERON, EVA AV. 4735;0;http://www.redlink.com.ar/;may-13;-58.477.028.301.182.300;-34.656.016.990.417.600
BANCO DE LA NACION ARGENTINA;Link;SANTA FE AV. 4162;0;http://www.redlink.com.ar/;may-13;-58.421.486.126.579.300;-34.581.588.831.705.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CERVIÃ‘O AV. 3356;0;http://www.redlink.com.ar/;may-13;-58.406.893.336.080.000;-34.581.140.019.373.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 4820;0;http://www.redlink.com.ar/;may-13;-58.427.743.408.738.200;-34.577.991.418.525.000
BANCO COLUMBIA S.A.;Link;DEL LIBERTADOR AV. 4103;0;http://www.redlink.com.ar/;may-13;-58.426.004.800.820.400;-34.569.058.195.342.300
